_id,id,tipologia,denominazione,via,civico,latitude,longitude,stelle,categoria,totalePostiLetto,totaleNumeroCamere,numeroSingole,numeroDoppie,numeroTriple,numeroQuadruple,numeroBagni,contattoCellulare,contattoEmail,contattoFacebook,contattoInstagram,contattoTelefono,contattoWebSite,contattoFax,contattoTwitter,accessibileDisabili,accettazioneGruppi,accettaAnimaliPiccolaTaglia,attivitaSportive,depositoValori,lavanderia,ristorante,tennis,parco,pistaBallo,servizioTelefono,televisione,tennisTavolo,ariaCondizionata,coperturaWifi,piscina,parcheggioCustodito,venditaAlimentiPropriaProduzione,trasportoClienti,bar,cassettaSicurezza,presaTelefonicaModem,spaccio,campiBocce,campoBeachVolley,campoCalcetto,campoPallavolo,attraccoNatanti,numeroBungalow,numeroDocce,numeroLavadini,numeroPiazzole
11,397941,Guest House o Affittacamere,39 STEPS TREVI,Via dei Crociferi,26,41.9008078,12.4818117,"",3,5,3,1,2,,,"",,reve1@legalmail.it,"","",692919434,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
12,394892,Guest House o Affittacamere,4 VATICAN ROOMS 'GUEST HOUSE O AFFITTACAMERE',Circonvallazione Trionfale,1,41.9098677,12.4489377,"",2,4,3,2,1,,,"",3331841294,4vaticanrooms@libero.it,"","",3331841294,www.4vaticanrooms.com,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
13,397836,Guest House o Affittacamere,5 STAR GUEST HOUSE O AFFITTACAMERE,Via Enrico Cialdini,13,41.8985244,12.5031185,"",2,13,5,,2,3,,"",3286426236,monicachoi0228@gmail.com,"","",3286426236,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,396194,Guest House o Affittacamere,5 VATICAN ROOMS 'GUEST HOUSE O AFFITTACAMERE',Via Pietro Giannone,28,41.9107979,12.4504217,"",2,7,4,1,3,,,"",3386542434,4vaticanrooms@libero.it,"",@4_vaticanrooms,3331841294,www.4vaticanrooms.com,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15,395937,Guest House o Affittacamere,504 CORSO SUITES ROMA,Via del Corso,504,41.9083236,12.4772484,"",3,25,6,,,2,1,"",,info@504corsosuites.com,"","",63213905,www.504corsosuites.com,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16,407466,Guest House o Affittacamere,56 ORANGE STREET GUEST HOUSE O AFFITTACAMERE,Via dell'Arancio,56,41.9043991,12.4773122,"",2,8,5,2,3,,,"",,info@56orangestreet.com,"","",3403468440,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
17,398071,Guest House o Affittacamere,59 steps trevi,Via dei Crociferi,26,41.9008078,12.4818117,"",3,6,3,2,,,1,"",,reve1@legalmail.it,"","",692919434,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
18,397216,Guest House o Affittacamere,633 APPIA DESIGN ROOM GUEST HOUSE O AFFITTACAMERE,Via Appia Nuova,633,41.8673673,12.5307203,"",2,5,3,1,2,,,"",,633appiadesignroom@gmail.com,"","",3204463760,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
19,396352,Guest House o Affittacamere,7 ROOMS GUEST HOUSE O AFFITTACAMERE,Via Silvio Pellico,16,41.9125097,12.4604356,"",3,17,6,,2,3,1,"",,sevenroomsroma@gmail.com,"","",3889258765,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20,397683,Guest House o Affittacamere,74 CRESCENZIO HOUSE DI EMANUELE DI TROIA,Via Crescenzio,74,41.9060452,12.4620175,"",3,6,4,2,2,,,"",,emanuele.ditroia@pec.it,"","",3382535833,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21,397768,Guest House o Affittacamere,900 Liberty Guest House,Corso Vittorio Emanuele II,294,41.8990497,12.4668889,"",2,12,5,1,2,1,1,"",,letto.rome@gmail.com,"","",668809880,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22,396201,Guest House o Affittacamere,900 PIAZZA DEL POPOLO GUEST HOUSE O AFFITTACAMERE,Piazzale Flaminio,9,41.9119827,12.4755378,"",1,12,5,,3,2,,"",335482923,mtmsrl9@gmail.com,"","",335482923,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
23,397433,Guest House o Affittacamere,A&C MUCH MORE guest house o affittacamere,Via Palestro,49,41.9047618,12.5042162,"",3,12,6,,6,,,"",,hoquealamin@pec.it,"","",3892553377,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24,395159,Guest House o Affittacamere,A CASA BOSCHI Guest House o Affittacamere,Via Premuda,3,41.9138033,12.4521728,"",2,7,3,,2,1,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
25,395912,Guest House o Affittacamere,A CASA DI BENNY Guest House o Affittacamere,Piazza Augusto Albini,20,41.8644284,12.4845166,"",1,5,3,1,2,,,"",,benedettadesant1988@libero.it,"","",3335920597,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
26,397374,Guest House o Affittacamere,A CASA DI GETTA,Via Reggio Emilia,29,41.9117045,12.5033259,"",2,8,4,1,2,1,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
27,396170,Guest House o Affittacamere,A CASA DI GIALLO GUEST HOUSE O AFFITTACAMERE,Via Gela,67,41.8789089,12.5205636,"",3,6,3,,3,,,"",,acasadigiallo@gmail.com,"","",3409334577,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
28,395020,Guest House o Affittacamere,A CASA DI GIO AFFITTACAMERE,Via Lorenzo Il Magnifico,86,41.9121789,12.5242011,"",3,8,4,,4,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
29,395514,Guest House o Affittacamere,A CASA DI SONIA,Via del Viminale,58,41.8999905,12.49558,"",2,6,4,2,2,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
30,396579,Guest House o Affittacamere,A CASA DI STEFANO guest house o affittacamere,Via Firenze,43,41.9030557,12.4934292,"",3,8,5,2,3,,,"",,rriton@yahoo.it,"","",3925039700,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
31,395746,Guest House o Affittacamere,A CASA ROSY,Via Arezzo,30,41.911714,12.5187353,"",3,4,2,,2,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
32,406921,Guest House o Affittacamere,A Casina Guest House o Affittacamere,Via Pomezia,11,41.8802502,12.5114408,"",3,6,3,,3,,,"",,acasina.guesthouse@gmail.com,"","",3476220440,www.acasinaguesthouse.it,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
33,395618,Guest House o Affittacamere,A OTTAVIANO VATICAN,Via Ottaviano,73,41.908171,12.4577694,"",2,6,5,4,1,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
34,395627,Guest House o Affittacamere,A PEACE OF ROME,Via Fabio Massimo,60,41.9091932,12.4623179,"",2,13,6,,5,1,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
35,396858,Guest House o Affittacamere,A PICTURE OF ROME,Piazza Del Risorgimento,14,41.906691,12.4571351,"",2,18,6,,3,,3,"",,dampsrls@gmail.com,bbapictureofrome,bb_apictureofrome,390639737845,www.bbapictureofrome.com,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
36,395213,Guest House o Affittacamere,A ROMA SAN PIETRO BEST BED,Via Crescenzio,85,41.905734,12.4615472,"",2,15,6,1,2,2,1,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
37,396234,Guest House o Affittacamere,A-ROME GUEST HOUSE O AFFITTACAMERE,Via Merulana,259,41.8955195,12.4997934,"",2,4,2,,2,,,"",,strazzellac@gmail.com,"","",3358130801,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
38,396356,Guest House o Affittacamere,A-ROME SUITE GUEST HOUSE O AFFITTACAMERE,Via Merulana,259,41.8955195,12.4997934,"",2,4,2,,2,,,"",,strazzellac@gmail.com,"","",3358130801,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
39,395820,Guest House o Affittacamere,A STAR INN,Via delle Quattro Fontane,15,41.9024226,12.4901624,"",3,12,6,1,4,1,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
40,395220,Guest House o Affittacamere,A TRASTEVERE DA ME,Piazza Sidney Sonnino,25,41.8889502,12.4743798,"",3,8,4,,4,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
41,397618,Guest House o Affittacamere,A WORLD APARTS   68 BARBERINI Guest House o Affittacamere,Via Barberini,68,41.9046097,12.4923976,"",2,11,5,,4,1,,"",3926147039,sassonbernard@gmail.com,"","",3926147039,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
42,395595,Guest House o Affittacamere,AB HOUSE,Via Solferino,9,41.903514,12.5015055,"",2,13,3,,,,2,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
43,394851,Guest House o Affittacamere,Abagnale Home Montecitorio Guest House o Affittacamere,Via In Lucina,10,41.9026984,12.4782941,"",2,5,3,1,2,,,"",,agoabagnale92@gmail.com,"","",3479992784,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
44,397020,Guest House o Affittacamere,ABID'S PALACE IN TERMINI Guest House o Affittacamere/Guest House o Affittacamere  ABID'S PALACE IN TERMINI,Via Napoleone III,29,41.8968915,12.5015913,"",3,12,4,,1,2,1,"",,affittacamere.ff@gmail.com,"","",3425757369,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
45,396411,Guest House o Affittacamere,Acanto Room Deluxe guest house o affittacamere,Via Marco Valerio Corvo,137,41.8562586,12.5608035,"",3,12,6,,6,,,"",3493710146,acanto.roma@hotmail.it,"","",687789330,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
46,395040,Guest House o Affittacamere,ACCOMODATION ROOMS GUEST HOUSE O AFFITTACAMERE,Via degli Scipioni,239,41.9105512,12.4656678,"",2,8,5,2,3,,,"",3332327762,x3332327762@gmail.com,"","",3332327762,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
47,396493,Guest House o Affittacamere,AD HOC DOMUS,Via Emanuele Filiberto,233,41.8889572,12.5071675,"",3,10,5,1,3,1,,"",,alfred.bonette@gmail.com,"","",3291832663,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
48,397571,Guest House o Affittacamere,AD Trastevere Guest House o Affittacamere,Viale di Trastevere,118,41.8824807,12.4682546,"",3,6,3,,3,,,"",,ad.tastevereguest@gmail.com,"","",659877335,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
49,395971,Guest House o Affittacamere,ADELAIDE SUITE DREAMS GUEST HOUSE O AFFITTACAMERE,Via Maria Adelaide,12,41.9107396,12.4742006,"",2,15,6,,4,1,1,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
50,396388,Guest House o Affittacamere,ADORA SUITE 2 guest house o affittacamere,Via Filippo Turati,28,41.8988937,12.5014903,"",3,11,5,1,2,2,,"",,oledibemadu@gmail.com,"","",3804660192,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
51,397280,Guest House o Affittacamere,ADORA SUITES guest house o affittacamere,Via Filippo Turati,28,41.8988937,12.5014903,"",3,9,5,1,4,,,"",,adolfold@libero.it,"","",3804660192,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
52,404098,Guest House o Affittacamere, ADRIANA5 LUXURY ROOMS -GUEST HOUSE O AFFITTACAMERE,Piazza Adriana,5,41.9048344,12.4679969,"",3,4,2,,2,,,"",32923244657,caviglia.giorgio@gmail.com,"","",696840548,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
53,395041,Guest House o Affittacamere,ADVENTOR ECO SUITES GUEST HOUSE O AFFITTACAMERE,Via Castelfidardo,51,41.9054311,12.5019912,"",2,11,5,,4,1,,"",,adventorecosuites@gmail.com,"","",692949071,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
54,397264,Guest House o Affittacamere,AELIUS,Via Volturno,7,41.9049742,12.4989712,"",3,11,6,1,5,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
55,397143,Guest House o Affittacamere,AENEA INN,Via Urbana,156,41.8980036,12.4953675,"",3,12,6,2,2,2,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
56,396879,Guest House o Affittacamere,AETERNO,Via Appia Nuova,165,41.8810374,12.5154153,"",3,7,4,1,3,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
57,395347,Guest House o Affittacamere,AFFITTA CAMERE LES ARTES,Via Milazzo,23,41.9024118,12.5052691,"",3,5,4,3,1,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
58,397428,Guest House o Affittacamere,AFFITTACAMERE A.D.,Viale Opita Oppio,76,41.8608598,12.5499391,"",2,11,6,1,5,,,"",,ale.danese@gmail.,"","",65121146,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
59,397271,Guest House o Affittacamere,AFFITTACAMERE A HOME IN ROME DI BAGHERPOUR ABDOLSAID,Via Carlo Alberto,53,41.8956633,12.5021051,"",2,8,4,,4,,,"",,sergio_baghera@yahoo.it,"","",3471234529,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
60,396624,Guest House o Affittacamere,AFFITTACAMERE AD 2015,Viale dei Bastioni di Michelangelo,5 A,41.9064023,12.4563646,"",2,11,4,,2,1,1,"",3880712838,claudiocastellani52@gmail.com,"","",3880712838,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
61,396925,Guest House o Affittacamere,AFFITTACAMERE ANTICA DIMORA CONTESSA ARRIVABENE,Viale Tito Livio,28,41.9155901,12.4446408,"",3,24,6,,1,1,1,"",,smeraldareception@gmail.com,"","",687805572,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
62,395324,Guest House o Affittacamere,AFFITTACAMERE BELLI 36ROOMS,Via Giuseppe Gioachino Belli,36,41.9074044,12.4717146,"",1,12,5,,4,,1,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
63,395792,Guest House o Affittacamere,AFFITTACAMERE CAMPUS TRIGORIA S.R.L.,Via Italo Torsiello,18,41.7690539,12.4774034,"",2,8,6,4,2,,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
64,396659,Guest House o Affittacamere,AFFITTACAMERE CASTRO PRETORIO,Via San Martino della Battaglia,15,41.9055161,12.5048211,"",2,8,5,2,3,,,"",,strazzellac@gmail.com,"","",3358130801,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
65,396767,Guest House o Affittacamere,AFFITTACAMERE CENTRO CAVOUR,Via Cavour,233,41.8943718,12.4915565,"",3,13,6,1,3,2,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
66,397284,Guest House o Affittacamere,AFFITTACAMERE COLLATINA SUITES,Via Collatina,439 A,41.9053065,12.6092822,"",3,16,5,,1,2,2,"",,collatinasuites@gmail.com,"","",3313811237,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
67,396782,Guest House o Affittacamere,AFFITTACAMERE D'ARTAGNAN,Vicolo Sciarra,61,41.8994451,12.481393,"",2,10,4,,3,,1,"",,ag@sunflowershotels.it,"","",3476412146,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
68,397651,Guest House o Affittacamere,AFFITTACAMERE DA VINCI RELAIS,Via Gregorio VII,224,41.896662,12.4417827,"",3,12,6,1,4,1,,"",,imode6@gmail.com,"","",3467277956,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
69,397939,Guest House o Affittacamere,affittacamere DEFALCO FRANCESCO,Via di Tor Millina,35,41.8991399,12.4713339,"",2,7,3,,2,1,,"",,mdefal@tiscali.it,"","",3346034288,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
70,395628,Guest House o Affittacamere,AFFITTACAMERE FLAVIA,Via Salvatore Gasbarra,32,41.7759476,12.3356411,"",3,11,5,1,2,2,,"",,"","","",,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
71,395584,Guest House o Affittacamere,AFFITTACAMERE FRIEND SHIP PALACE,Via Milazzo,14,41.9019355,12.5041727,"",3,18,6,,,6,,"",3805217201,beautiful2hotels@gmail.com,"","",644703927,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
72,396213,Guest House o Affittacamere,AFFITTACAMERE/GUEST HOSUE ECCE ROMA,Via Daniele Manin,69,41.898967,12.498988,"",3,15,6,,4,1,1,"",,ecceromasrl@pec.it,"","",3393862364,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
73,395935,Guest House o Affittacamere,AFFITTACAMERE/GUEST HOSUE ITALY,Via Palestro,49,41.9047618,12.5042162,"",3,6,3,,3,,,"",,staroccia@yahoo.com,"","",3486256065,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
74,394893,Guest House o Affittacamere,AFFITTACAMERE/GUEST HOSUE LA PICCOLA MAISON,Via dei Cappuccini,30,41.9045447,12.4879727,"",3,8,5,2,3,,,"",,robertadepetris80@gmail.com,"","",3403569403,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
75,396344,Guest House o Affittacamere,affittacamere guest house Borgo Pio Suites Inn,Vicolo del Farinone,30,41.9033769,12.4594148,"",2,11,5,,4,1,,"",,amministrazione@borgopiosuitesinn.com,"","",3891093852,http://borgo pio suites inn,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
76,394886,Guest House o Affittacamere,AFFITTACAMERE/GUEST HOUSE DOMUS BOCCA DI LEONE,Via Bocca di Leone,36,41.9060357,12.4799672,"",2,8,4,1,2,1,,"",,tridente.amministrazione@gmail.com,"","",3355271616,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
77,394941,Guest House o Affittacamere,AFFITTACAMERE/GUEST HOUSE GANDINI MARIA,Piazza Manfredo Fanti,5,41.8983321,12.5028608,"",3,13,6,,5,1,,"",,hmorgana@tin.it,"","",64467230,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
78,397649,Guest House o Affittacamere,AFFITTACAMERE/GUEST HOUSE LANDLORD IN TRASTEVERE,Via Emilio Morosini,10,41.885867,12.4688927,"",3,8,4,,4,,,"",,bianco.and76@gmail.com,"","",3486786519,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
79,397298,Guest House o Affittacamere,AFFITTACAMERE/GUEST HOUSE O AFFITTACAMERE BARCACCIA LUXURY SUITES,Via delle Carrozze,12,41.9057403,12.4795536,"",3,7,4,1,3,,,"",3392914491,michela@sermonetagloves.com,"","",669202066,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
80,396831,Guest House o Affittacamere,Affittacamere/Guest House o affittacamere Cineroma,Via Nomentana,316,41.9310002,12.5278086,"",3,11,6,1,5,,,"",,info@cineroma.it,"","",3296315327,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
81,395447,Guest House o Affittacamere,AFFITTACAMERE/GUEST HOUSE RELAIS BOCCA DI LEONE,Via Bocca di Leone,36,41.9060357,12.4799672,"",2,9,4,,3,1,,"",,tridente.amministrazione@gmail.com,"","",3355271616,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
82,395873,Guest House o Affittacamere,AFFITTACAMERE/GUEST HOUSE SUITE CONDOTTI,Via dei Condotti,48,41.904802,12.4793832,"",3,9,4,,3,1,,"",,robertodirienzo7@gmail.com,"","",3464993399,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
83,394936,Guest House o Affittacamere,AFFITTACAMERE/GUEST HOUSE THE JEWEL,Via dei Condotti,85,41.9056089,12.4815173,"",3,12,6,,6,,,"",,theinnatthespanishsteps@gmail.com,"","",669925657,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
84,395106,Guest House o Affittacamere,AFFITTACAMERE GUEST HOUSE TORRE COLONNA,Via delle Tre Cannelle,18,41.8964737,12.4852773,"",1,12,5,,3,2,,"",,residenza@torrecolonna.it,"","",683600192,www.torrecolonna.it,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
85,397569,Guest House o Affittacamere,affittacamere guest house via del corso home roma,Via del Corso,277,41.8973662,12.4821105,"",2,19,6,,2,2,1,"",,info@viadelcorsohome.com,"","",66991427,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
86,394885,Guest House o Affittacamere,AFFITTACAMERE/GUESTHOUSE VICOLO DEL LUPO ROOMS,Vicolo del Lupo,11,41.9064709,12.4794263,"",3,14,6,,4,2,,"",,montesani.chiara@gmail.com,"","",3383622157,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
87,396461,Guest House o Affittacamere,affittacamere il corso ac,Via della Fontanella,4,41.9092194,12.477616,"",3,13,5,,3,1,1,"",3926977320,ilcorsoac@gmail.com,"","",63225932,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
88,397879,Guest House o Affittacamere,AFFITTACAMERE JIA & HOME,Via delle Cave di Pietralata,36,41.908948,12.5371804,"",3,9,3,,,3,,"",,jia.home2018@gmail.com,"","",631050005,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
89,395597,Guest House o Affittacamere,AFFITTACAMERE MARCELLA HOUSE,Via Flavia,104,41.9078317,12.4980911,"",3,13,6,,5,1,,"",,alessandrodilario@yahoo.it,"","",3403312679,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
90,397146,Guest House o Affittacamere,AFFITTACAMERE MARCELLA LUXURY SUITE,Via Flavia,104,41.9078317,12.4980911,"",2,15,5,,1,3,1,"",,angelinifranco01@gmail.com,"","",3492682390,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
91,397982,Guest House o Affittacamere,Affittacamere MERULANA13,Via Merulana,13,41.8963237,12.4996618,"",3,10,5,1,3,1,,"",,infobqhouse@gmail.com,"","",3669398168,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
92,397503,Guest House o Affittacamere,AFFITTACAMERE NANSEN,Via Federico Nansen,122,41.8712712,12.4832767,"",3,4,4,4,,,,"",,info@bbnansen.it,"","",3426216764,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
93,397872,Guest House o Affittacamere,AFFITTACAMERE NAVONA CENTRAL SUITES,Via della Scrofa,22,41.902181,12.4751255,"",2,11,5,1,2,2,,"",,rocchettisrls@legalmail.it,"","",3495477709,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
94,397852,Guest House o Affittacamere,AFFITTACAMERE NEXT STOP ROMA CASILINO,Via Francesco Laparelli,73,41.8791706,12.5396542,"",3,6,3,1,1,1,,"",,alan.fantetti@intotherevenue.com,"","",3288058515,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
95,397778,Guest House o Affittacamere,AFFITTACAMERE O GUEST HOUSE EVERGREEN,Via Milazzo,23,41.9024118,12.5052691,"",3,12,6,2,2,2,,"",,fabrizio.petruccioli@tin.it,"","",3332111274,"",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
